Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,TOV,PTS,full_name
2544,0021000306,2010-12-06,MIA @ MIL,W,39,7,16,0.438,1,3,0.333,2,4,0.5,6,6,1,1,1,17,LeBron James
2544,0021000288,2010-12-04,MIA vs. ATL,W,37,5,11,0.455,1,1,1.0,11,13,0.846,7,4,1,1,2,22,LeBron James
2544,0021000273,2010-12-02,MIA @ CLE,W,30,15,25,0.6,2,7,0.286,6,9,0.667,5,8,1,1,0,38,LeBron James
2544,0021000265,2010-12-01,MIA vs. DET,W,31,8,15,0.533,1,1,1.0,1,2,0.5,6,3,1,0,4,18,LeBron James
2544,0021000250,2010-11-29,MIA vs. WAS,W,38,10,18,0.556,1,1,1.0,9,11,0.818,6,5,1,1,7,30,LeBron James
2544,0021000239,2010-11-27,MIA @ DAL,L,36,5,19,0.263,0,4,0.0,13,15,0.867,8,4,1,0,5,23,LeBron James
2544,0021000226,2010-11-26,MIA vs. PHI,W,41,5,15,0.333,1,5,0.2,9,11,0.818,8,6,2,1,2,20,LeBron James
2544,0021000213,2010-11-24,MIA @ ORL,L,41,9,18,0.5,1,3,0.333,6,8,0.75,6,4,1,0,3,25,LeBron James
2544,0021000196,2010-11-22,MIA vs. IND,L,42,6,14,0.429,2,8,0.25,11,15,0.733,5,6,1,0,6,25,LeBron James
2544,0021000185,2010-11-20,MIA @ MEM,L,42,11,23,0.478,2,4,0.5,5,6,0.833,3,11,1,0,4,29,LeBron James
2544,0021000175,2010-11-19,MIA vs. CHA,W,39,12,25,0.48,2,5,0.4,6,7,0.857,2,5,2,0,4,32,LeBron James
2544,0021000158,2010-11-17,MIA vs. PHX,W,23,9,15,0.6,0,2,0.0,2,3,0.667,8,9,3,0,3,20,LeBron James
2544,0021000133,2010-11-13,MIA vs. TOR,W,39,8,21,0.381,0,1,0.0,7,11,0.636,2,11,2,0,3,23,LeBron James
2544,0021000118,2010-11-11,MIA vs. BOS,L,44,9,21,0.429,0,5,0.0,17,22,0.773,10,9,3,0,4,35,LeBron James
2544,0021000103,2010-11-09,MIA vs. UTA,L,47,5,18,0.278,0,1,0.0,10,11,0.909,11,14,1,3,2,20,LeBron James
2544,0021000082,2010-11-06,MIA vs. NJN,W,34,9,16,0.563,2,4,0.5,3,5,0.6,3,9,2,0,4,23,LeBron James
2544,0021000075,2010-11-05,MIA @ NOH,L,41,6,16,0.375,1,2,0.5,7,8,0.875,7,10,3,1,3,20,LeBron James
2544,0021000050,2010-11-02,MIA vs. MIN,W,32,7,12,0.583,0,2,0.0,6,8,0.75,0,12,2,1,1,20,LeBron James
2544,0021000040,2010-10-31,MIA @ NJN,W,29,5,12,0.417,0,4,0.0,10,12,0.833,7,7,2,0,5,20,LeBron James
2544,0021000025,2010-10-29,MIA vs. ORL,W,30,6,13,0.462,2,3,0.667,1,2,0.5,6,7,0,0,3,15,LeBron James
2544,0021000006,2010-10-27,MIA @ PHI,W,38,5,12,0.417,0,2,0.0,6,6,1.0,6,7,2,1,9,16,LeBron James
2544,0021000001,2010-10-26,MIA @ BOS,L,43,10,21,0.476,3,6,0.5,8,12,0.667,4,3,1,2,8,31,LeBron James
2544,0020901150,2010-04-06,CLE vs. TOR,W,36,5,13,0.385,0,2,0.0,9,10,0.9,6,13,0,1,4,19,LeBron James
2544,0020901141,2010-04-04,CLE @ BOS,L,45,14,31,0.452,0,9,0.0,14,22,0.636,7,9,1,1,3,42,LeBron James
2544,0020901126,2010-04-02,CLE vs. ATL,W,38,11,20,0.55,1,3,0.333,4,7,0.571,13,6,2,0,2,27,LeBron James
2544,0020901109,2010-03-31,CLE vs. MIL,W,39,7,17,0.412,0,1,0.0,9,13,0.692,9,7,1,1,4,23,LeBron James
2544,0020901087,2010-03-28,CLE vs. SAC,W,39,13,22,0.591,3,6,0.5,5,6,0.833,7,8,3,0,3,34,LeBron James
2544,0020901080,2010-03-26,CLE @ SAS,L,39,11,21,0.524,1,6,0.167,4,7,0.571,5,10,2,0,5,27,LeBron James
2544,0020901064,2010-03-24,CLE @ NOH,W,41,15,22,0.682,1,5,0.2,7,8,0.875,6,9,1,0,3,38,LeBron James
2544,0020901040,2010-03-21,CLE vs. DET,W,31,5,9,0.556,2,3,0.667,3,3,1.0,3,7,0,1,0,15,LeBron James
2544,0020901022,2010-03-19,CLE @ CHI,W,38,9,21,0.429,0,3,0.0,11,12,0.917,11,7,2,2,5,29,LeBron James
2544,0020901006,2010-03-17,CLE vs. IND,W,39,11,24,0.458,2,4,0.5,8,10,0.8,9,9,3,2,6,32,LeBron James
2544,0020900998,2010-03-16,CLE @ DET,W,43,10,22,0.455,1,3,0.333,8,11,0.727,12,12,1,1,4,29,LeBron James
2544,0020900984,2010-03-14,CLE vs. BOS,W,39,9,21,0.429,1,3,0.333,11,16,0.688,8,7,2,3,2,30,LeBron James
2544,0020900965,2010-03-12,CLE @ PHI,W,42,7,18,0.389,3,10,0.3,6,12,0.5,6,10,1,3,1,23,LeBron James
2544,0020900915,2010-03-05,CLE vs. DET,W,42,16,27,0.593,3,7,0.429,5,6,0.833,13,6,3,2,4,40,LeBron James
2544,0020900902,2010-03-03,CLE @ NJN,W,41,10,18,0.556,0,4,0.0,6,7,0.857,7,14,3,1,3,26,LeBron James
2544,0020900887,2010-03-01,CLE vs. NYK,W,31,9,17,0.529,1,4,0.25,3,5,0.6,7,7,2,2,3,22,LeBron James
2544,0020900859,2010-02-26,CLE @ TOR,W,44,10,17,0.588,1,4,0.25,15,16,0.938,6,9,2,0,1,36,LeBron James
2544,0020900857,2010-02-25,CLE @ BOS,W,36,11,23,0.478,3,6,0.5,11,15,0.733,7,9,0,0,2,36,LeBron James
2544,0020900837,2010-02-23,CLE vs. NOH,W,44,7,16,0.438,2,6,0.333,4,4,1.0,5,13,2,0,0,20,LeBron James
2544,0020900823,2010-02-21,CLE @ ORL,L,39,12,25,0.48,1,6,0.167,8,12,0.667,9,6,2,1,5,33,LeBron James
2544,0020900804,2010-02-19,CLE @ CHA,L,36,6,14,0.429,2,6,0.333,8,10,0.8,3,9,4,0,2,22,LeBron James
2544,0020900802,2010-02-18,CLE vs. DEN,L,47,15,33,0.455,1,9,0.111,12,17,0.706,13,15,2,4,3,43,LeBron James
2544,0020900779,2010-02-11,CLE vs. ORL,W,45,10,21,0.476,2,6,0.333,10,12,0.833,8,13,2,0,3,32,LeBron James
2544,0020900759,2010-02-09,CLE vs. NJN,W,42,13,21,0.619,1,4,0.25,5,9,0.556,3,11,1,0,3,32,LeBron James
2544,0020900743,2010-02-06,CLE vs. NYK,W,44,17,31,0.548,6,12,0.5,7,7,1.0,8,8,5,0,5,47,LeBron James
2544,0020900729,2010-02-04,CLE vs. MIA,W,40,9,16,0.563,1,4,0.25,17,21,0.81,7,8,2,0,4,36,LeBron James
2544,0020900711,2010-02-02,CLE vs. MEM,W,37,7,14,0.5,1,4,0.25,7,7,1.0,6,15,1,1,4,22,LeBron James
2544,0020900697,2010-01-31,CLE vs. LAC,W,40,10,20,0.5,5,6,0.833,7,8,0.875,3,11,1,0,1,32,LeBron James
2544,0020900677,2010-01-29,CLE @ IND,W,36,6,18,0.333,0,4,0.0,10,17,0.588,9,13,2,4,5,22,LeBron James
2544,0020900663,2010-01-27,CLE vs. MIN,W,31,3,8,0.375,1,3,0.333,5,6,0.833,6,11,1,1,3,12,LeBron James
2544,0020900651,2010-01-25,CLE @ MIA,W,39,9,23,0.391,2,9,0.222,12,17,0.706,9,4,1,0,4,32,LeBron James
2544,0020900638,2010-01-23,CLE vs. OKC,W,43,9,19,0.474,6,10,0.6,13,19,0.684,9,12,1,1,6,37,LeBron James
2544,0020900621,2010-01-21,CLE vs. LAL,W,40,13,25,0.52,1,9,0.111,10,13,0.769,5,9,2,1,4,37,LeBron James
2544,0020900606,2010-01-19,CLE vs. TOR,W,41,8,18,0.444,0,7,0.0,12,14,0.857,9,11,3,3,3,28,LeBron James
2544,0020900591,2010-01-16,CLE @ LAC,W,39,12,20,0.6,3,6,0.5,5,7,0.714,4,4,2,1,5,32,LeBron James
2544,0020900570,2010-01-14,CLE @ UTA,L,40,12,20,0.6,4,6,0.667,8,12,0.667,9,6,5,1,5,36,LeBron James
